Rise and Fall of Legs Diamond, The (1960),,,,,
Day a Pig Fell Into the Well, The (Daijiga umule pajinnal) (1996),,,,,
Who's Camus Anyway? (Kamyu nante shiranai) (2005),,,,,,
Magic Gloves, The (Los guantes mágicos) (2003),,,,,
Seventh Horse of the Sun  (Suraj Ka Satvan Ghoda) (1993),,,,,,
World According to Sesame Street, The (2006),,,,,
Silent Souls (Ovsyanki) (2010),,,,,,
Belphecor: Curse of the Mummy (Belphégor - Le fantôme du Louvre) (2001),,,,,,
Kill! (Kiru) (1968),,,,,,
Thirty-Five Something (Tout pour plaire) (2005),,,,,,
Tyler Perry's For Colored Girls (2010),,,,,,
Young Aphrodites (Mikres Afrodites) (1963),,,,,,
Legend of the Eight Samurai (Satomi hakken-den) (1983),,,,,,
Ninja Wars (Iga ninpôchô) (1984),,,,,,
Misadventures of Margaret, The (1998),,,,,
My Foolish Heart (1949),,,,,,
Luck of the Irish, The (1948),,,,,
Army of Crime (L'armée du crime) (2009),,,,,,
Old Man Made in Spain (Abuelo made in Spain) (1969),,,,,,
Tuareg: The Desert Warrior (Tuareg - Il guerriero del deserto) (1984),,,,,,
Inspector Bellamy (Bellamy) (2009),,,,,,
Notorious Landlady, The (1962),,,,,
What Is It? (2005),,,,,,
8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun) (1984),,,,,
Asphyx, The (1973),,,,,
Sut (Milk) (2008),,,,,,
Midnight Movies: From the Margin to the Mainstream (2005),,,,,,
Three Crowns of the Sailor (Les trois couronnes du matelot) (1983),,,,,,
Don Quixote (Don Quijote de Orson Welles) (1992),,,,,,
Three Kingdoms: Resurrection of the Dragon (Saam gwok dzi gin lung se gap) (2008),,,,,,
Spiders, Part 2: The Diamond Ship, The (Die Spinnen, 2. Teil - Das Brillantenschiff) (1920),,,
Brother 2 (Brat 2) (2000),,,,,,
Adrift in Tokyo (Tenten) (2007),,,,,,
Cold Light of Day, The (1996),,,,,
Jimmy Rosenberg: The Father, the Son & the Talent (2006),,,,,
Spider Lilies (Ci qing) (2007),,,,,,
Bungee Jumping of Their Own (Beonjijeompeureul hada) (2001),,,,,,
Rothschilds, The (Die Rothschilds) (1940),,,,,
Incantato (Il cuore altrove) (2003),,,,,,
Confessions (Kokuhaku) (2010),,,,,,
Adjustment Bureau, The (2011),,,,,
Chronicle of the Years of Fire (Chronique des années de braise) (1975),,,,,,
Long Absence, The (Une aussi longue absence) (1961),,,,,
Presumed Guilty (Presunto culpable) (2008),,,,,,
Happythankyoumoreplease (2010),,,,,,
Given Word, The (O Pagador de Promessas) (1962),,,,,
Wild and Wonderful Whites of West Virginia, The (2009),,,,,
Assassin Next Door, The (Kirot) (2009),,,,,
71: Into The Fire (Pohwasogeuro) (2010),,,,,,
Burn, Witch, Burn (Night of the Eagle) (1962),,,,
Perfect Gentleman, The (1935),,,,,
$ (Dollars) (1971),,,,,,
Summer Wars (Samâ wôzu) (2009),,,,,,
Merry Widow, The (1925),,,,,
Norwegian Wood (Noruwei no mori) (2010),,,,,,
Sunset Limited, The (2011),,,,,
Janky Promoters, The (2009),,,,,
Twenty-Four Eyes (Nijûshi no hitomi) (1954),,,,,,
City of Your Final Destination, The (2009),,,,,
Anna Madelina (Ngon na ma dak lin na) (1998),,,,,,
Fubar II (Fubar: Balls to the Wall) (2010),,,,,,
Bannen Way, The (2010),,,,,
Black Lightning (Chernaya Molniya) (2009),,,,,,
House of Small Cubes, The (Tsumiki no ie) (2008),,,,,
Mandabi (The Money Order) (1968),,,,,,
In the City (En la ciudad) (2003),,,,,,
County Teacher, The (Venkovský ucitel) (2008),,,,,
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),,,,,,
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),,,,,,
Last Lovecraft: Relic of Cthulhu, The (2009),,,,,
Wildest Dream, The (2010),,,,,
Mannequin (1937),,,,,,
Just Buried (2008),,,,,,
Little Night Music, A (1977),,,,,
Troll Hunter, The (Trolljegeren) (2010),,,,,
Children of the Decree (Das Experiment 770 - Gebären auf Befehl) (2005),,,,,,
Bye Bye Brazil (Bye Bye Brasil) (1980),,,,,,
Mourning Forest, The (Mogari no mori) (2007),,,,,
Journey to the Sun (Günese yolculuk) (1999),,,,,,
Kings of Mykonos, The (2010),,,,,
Letzte schöne Herbsttag, Der (2010),,,,,
Die Is Cast, The (La suerte está echada) (2005),,,,,
Noah's Ark (1928),,,,,,
Bohemian Eyes (Boheemi elää - Matti Pellonpää) (2011),,,,,,
Beyond Enemy Lines (Framom främsta linjen) (2004),,,,,,
Reconstruction (Anaparastasi) (1970),,,,,,
Second Civil War, The (1997),,,,,
Don't You Forget About Me (2009),,,,,,
Twilight of a Woman's Soul (Sumerki zhenskoi dushi) (1913),,,,,,
Dying Swan, The (Umirayushchii lebed) (1917),,,,,
Scipio Africanus: The Defeat of Hannibal (Scipione l'africano) (1937),,,,,,
Formosa Betrayed (2009),,,,,,
What No One Knows (Det som ingen ved) (2008),,,,,,
Kapitalism: Our Improved Formula (Kapitalism - Reteta noastra secreta) (2010),,,,,,
Green Years, The (1946),,,,,
Criminal Code, The (1931),,,,,
Jericho Mile, The (1979),,,,,
Room in Rome (Habitación en Roma) (2010),,,,,,
Time That Remains, The (2009),,,,,
River of Grass (1994),,,,,,
Necessities of Life, The (Ce qu'il faut pour vivre) (2008),,,,,
Female Vampire (Les avaleuses) (Erotic Kill) (1973),,,,,,
Flodder in Amerika! (1992),,,,,,
Outrageous Class (Hababam sinifi) (1975),,,,,,
Question of Silence, A (De stilte rond Christine M.) (1982),,,,,
Playing the Victim (Izobrazhaya zhertvu) (2006),,,,,,
And Along Come Tourists (Am Ende kommen Touristen) (2007),,,,,,
Film ist. (2000),,,,,,
Conflagration (Enjô) (1958),,,,,,
Ana and the Others (Ana y los otros) (2003),,,,,,
Crazy Class Wakes Up, The (Hababam sinifi uyaniyor) (1977),,,,,
Berta's Motives (Los motivos de Berta: Fantasía de Pubertad) (1985),,,,,,
Dunce Class on Vacation, The (Hababam sinifi tatilde) (1978),,,,,
Girl with the Red Scarf, The (Selvi boylum, al yazmalim) (1978),,,,
24 City (Er shi si cheng ji) (2008),,,,,,
Leap Year (Año bisiesto) (2010),,,,,,
Traveler, The (Mossafer) (1974),,,,,
13 Assassins (Jûsan-nin no shikaku) (2010),,,,,,
On Tour (Tournée) (2010),,,,,,
Captive, The (La captive) (2000),,,,,
Crisis (Kris) (1946),,,,,,
Port of Call (Hamnstad) (1948),,,,,,
White Hell of Pitz Palu, The (Die weiße Hölle vom Piz Palü) (1929) ,,,,,
Late Chrysanthemums (Bangiku) (1954),,,,,,
I Became a Criminal (They Made Me a Fugitive) (1947),,,,,,
Castle of Purity (El castillo de la pureza) (1973),,,,,,
Connections (1978),,,,,,
Easy Money (Snabba Cash) (2010),,,,,,
To Joy (Till glädje) (1950),,,,,,
Beyond (Svinalängorna) (2010),,,,,,
Day the Universe Changed, The (1985),,,,,
American: The Bill Hicks Story (2009),,,,,,
Princess of Montpensier, The (La princesse de Montpensier) (2010),,,,,
Mouse on the Moon, The (1963),,,,,
Happy Time, The (1952),,,,,
War of the Wildcats (In Old Oklahoma) (1943),,,,,,
Movie Days (Bíódagar) (1994),,,,,,
Children of Nature (Börn náttúrunnar) (1991),,,,,,
Welcome to the South (Benvenuti al Sud) (2010),,,,,,
Two Drifters (Odete) (2005),,,,,,
Women Without Men (Zanan-e bedun-e mardan) (2009),,,,,,
Outside the Law (Hors-la-loi) (2010),,,,,,
Wrong Rosary (Uzak ihtimal) (2009),,,,,,
Crimson Kimono, The (1959),,,,,
Crazy Love (a.k.a. Love Is a Dog from Hell) (1987),,,,,,
Love Torn in Dream (Combat d'amour en songe) (2000),,,,,,
Pleasures of the Flesh (Etsuraku) (1965),,,,,,
Sing a Song of Sex (Treatise on Japanese Bawdy Songs, A) (Nihon shunka-kô) (1967),,,,,
Silent Night, Deadly Night III: Better Watch Out! (1989),,,,,
Perils of Pauline, The (1914),,,,,
Good Lawyer's Wife, A (Baramnan gajok) (2003),,,,,
Larks on a String (Skrivánci na niti) (1990),,,,,,
Rabbit Without Ears 2 (Zweiohrküken) (2009),,,,,,
Mildred Pierce (2011),,,,,,
Nothing About Robert (Rien sur Robert) (1999),,,,,,
Age of the Earth, The (A Idade da Terra) (1980),,,,,
Blind Mountain (Mang shan) (2007),,,,,,
15 (2005),,,,,,
Service (Serbis) (2008),,,,,,
Japanese Summer: Double Suicide (Muri shinjû: Nihon no natsu) (1967),,,,,,
No Blood Relation (Stepchild, The) (Nasanunaka) (1932),,,,,
Student of Prague, The (a.k.a. Bargain with Satan, A) (Student von Prag, Der) (1913),,,
Ito: A Diary of an Urban Priest (Seitti - kilvoittelijan päiväkirja) (2009),,,,,,
To the Sea (Alamar) (2009),,,,,,
Love & Savagery (2009),,,,,,
Raw Meat (Death Line) (1973),,,,,,
Day and Night (Dag och natt) (2004),,,,,,
Bachelor Party, The (1957),,,,,
Woman, a Gun and a Noodle Shop, A (San qiang pai an jing qi) (2009),,,,
Socialism (Film socialisme) (2010),,,,,,
Fast Five (Fast and the Furious 5, The) (2011),,,,,
Emperor Jones, The (1933),,,,,
Babylon (1981),,,,,,
Once Upon a Time (Der var engang) (1922),,,,,,
Woman on the Beach, The (1947),,,,,
House of Rothschild, The (1934),,,,,
Day They Robbed the Bank of England, The (1960),,,,,
Cooking Up Dreams (De ollas y sueños) (2009),,,,,,
Daughters of Darkness (Les lèvres rouges) (1971),,,,,,
Mother Dao, the Turtlelike (Moeder Dao, de schildpadgelijkende) (1995),,,,
Parking Lot Movie, The (2010),,,,,
We Are What We Are (Somos lo que hay) (2010),,,,,,
Gentle Woman, A (Une femme douce) (1969),,,,,
Ghosts (Gespenster) (2005),,,,,,
Robber, The (Der Räuber) (2010),,,,,
I Just Didn't Do It (Soredemo boku wa yattenai) (2006),,,,,,
Idiot Returns, The (Návrat idiota) (1999),,,,,
Bastards, The (Los bastardos) (2008),,,,,
Truly Human (Et rigtigt menneske) (2001),,,,,,
Asthenic Syndrome, The (Astenicheskiy sindrom) (1990),,,,,
My Dear Enemy (Meotjin haru) (2008),,,,,,
Night and Day (Bam gua nat) (2008),,,,,,
Porto of My Childhood (Porto da Minha Infância) (2001),,,,,,
Leaning Tower, The (Kalteva torni) (2006),,,,,
19th Wife, The (2010),,,,,
Storm Warriors, The (Fung wan II) (2009),,,,,
Eye of the Dolphin (2006),,,,,,
Intimate Enemies (L'ennemi intime) (2007),,,,,,
Mothra (Mosura) (1961),,,,,,
Godzilla Raids Again (Gojira no gyakushû) (1955),,,,,,
Kid With a Bike, The (Le gamin au vélo) (2011),,,,,
Tree of Life, The (2011),,,,,
Jeopardy (a.k.a. A Woman in Jeopardy) (1953),,,,,,
Village Barbershop, The (2008),,,,,
Nothing to Declare (Rien à déclarer) (2010),,,,,,
Sin of Madelon Claudet, The (1931),,,,,
Son of Babylon (Syn Babilonu) (2009),,,,,,
Destroy All Monsters (Kaijû sôshingeki) (1968),,,,,,
Virginity Hit, The (2010),,,,,
Through and Through (Na wylot) (1973),,,,,,
Outcast of the Islands (1952),,,,,,
Moon in the Gutter, The (La lune dans le caniveau) (1983),,,,,
Strip Nude for Your Killer (Nude per l'assassino) (1975),,,,,,
Ballad of the Paper Balloons (a.k.a. Humanity and Paper Balloons) (Ninjô kami fûsen) (1937),,,,,,
Comedy of Innocence (Comédie de l'innocence) (2000),,,,,,
Hollow Triumph (a.k.a. The Scar) (1948),,,,,,
Housemaid, The (Hanyo) (1960),,,,,
Wanda (1970),,,,,,
Strange Case of Angelica, The (O Estranho Caso de Angélica) (2010),,,,,
King of Escape, The (Le roi de l'évasion) (2009),,,,,
Tomorrow We Move (Demain on déménage) (2004),,,,,,
No Rest for the Brave (Pas de repos pour les braves) (2003),,,,,,
Trails (Veredas) (1978),,,,,,
All Is Forgiven (Tout est pardonné) (2007),,,,,,
Fraulein (Das Fräulein) (2006) ,,,,,,
Prison (Fängelse) (1949) ,,,,,,
Dreams (Kvinnodröm) (1955),,,,,,
Mosquito Net, The (La mosquitera) (2010),,,,,
Henri-Georges Clouzot's Inferno (L'enfer d'Henri-Georges Clouzot) (2009),,,,,,
Stolen (Stolen Lives) (2009),,,,,,
Singer Not the Song, The (1961),,,,,
Double Hour, The (La doppia ora) (2009),,,,,
20 Seconds of Joy (2007),,,,,,
Burglars, The (Le casse) (1971),,,,,
Submarine (2010),,,,,,
Dark Angel, The (1935),,,,,
Patent Leather Kid, The (1927),,,,,
Other Woman, The (2009),,,,,
Last Dispatch, The (2005),,,,,
American Grindhouse (2010),,,,,,
Captive (Cautiva) (2004) ,,,,,,
Everything Must Go (2010),,,,,,
Beginners (2010),,,,,,
Falling (a.k.a. Fallen) (2006),,,,,,
Camp de Thiaroye (1989),,,,,,
Target Shoots First, The (2000),,,,,
City Below, The (Unter dir die Stadt) (2010),,,,,
Playing 'In the Company of Men' (En jouant 'Dans la compagnie des hommes') (2003),,,,,,
Then I Sentenced Them All to Death (Atunci i-am condamnat pe toti la moarte) (1972),,,,,,
Pale Flower (Kawaita hana) (1964),,,,,,
Santa Claus Has Blue Eyes (Le père Noël a les yeux bleus) (1969),,,,,,
After the Reconciliation (Après la réconciliation) (2000),,,,,,
Matinée (1977),,,,,,
Year of Living Vicariously, The (2005),,,,,
Sixth of the World, A (Shestaya chast mira) (1926),,,,,
Envy (Kiskanmak) (2009),,,,,,
Private (2004),,,,,,
Very British Gangster, A (2007),,,,,
Working Class Goes to Heaven, The (a.k.a. Lulu the Tool) (La classe operaia va in paradiso) (1971),,,,,
Täältä tullaan, elämä! (1980),,,,,
Chosen One, The (2010),,,,,
Danube Exodus, The (1998),,,,,
Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen) (1964),,,,,
Sergeant Körmy and the South Pacific (Vääpeli Körmy ja etelän hetelmät) (1992),,,,,,
Elektra Luxx (2010),,,,,,
Stricken (Er komt een vrouw bij de dokter) (2009),,,,,,
Tyler Perry's Why Did I Get Married Too? (2010),,,,,,
President's Lady, The (1953),,,,,
Pride of St. Louis, The (1952),,,,,
Prizefighter and the Lady, The (1933),,,,,
Son of Monte Cristo, The (1940),,,,,
Four-Faced Liar, The (2010),,,,,
Dolly Sisters, The (1945),,,,,
Mattei Affair, The (Il caso Mattei) (1972),,,,,
Scenic Route, The (1978),,,,,
Run, Man, Run! (Corri uomo corri) (1968),,,,
Sergeant Körmy and the Underwater Vehicles (Vääpeli Körmy ja vetenalaiset vehkeet) (1991),,,,,,
Bishop Murder Case, The (1930),,,,,
Unexpected Love, An (2003),,,,,
Pekko ja unissakävelijä (1997),,,,,,
Pelicanman (Pelikaanimies) (2004),,,,,,
Train of Shadows (Tren de sombras) (1997),,,,,,
Shoppen (2006) ,,,,,,
Apart from You (After Our Separation) (Kimi to wakarete) (1933),,,,,,
Every Night Dreams (Each Night I Dream) (Yogoto no yume) (1933),,,,,,
Film ist. 7-12 (2002),,,,,,
Rita, Sue and Bob Too! (1987),,,,,
Three Brothers (Tre fratelli) (1981),,,,,,
Human Failure (Menschliches Versagen) (2008),,,,,,
Three (a.k.a. 3) (2010),,,,,,
Route Irish (2010),,,,,,
Quo Vadis, Baby? (2005),,,,,
Man of My Life, The (L'homme de sa vie) (2006),,,,,
Vääpeli Körmy ja marsalkan sauva (1990),,,,,,
Vääpeli Körmy ja kahtesti laukeava (1997),,,,,,
Street Without End (Kagirinaki hodo) (1934),,,,,,
Marie-Jo and Her 2 Lovers (Marie-Jo et ses 2 amours) (2002),,,,,,
My Life as McDull (Mak dau goo si) (2001),,,,,,
King & Country (1964),,,,,,
Carey Treatment, The (1972),,,,,
Mysterious Lady, The (1928),,,,,
Breaking Upwards (2010),,,,,,
Doorway to Hell, The (1930),,,,,
Red Like the Sky (Rosso come il cielo) (2007),,,,,,
Like You Know It All (Jal aljido mothamyeonseo) (2009),,,,,,
If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier) (2010),,,,
Gilles' Wife (La femme de Gilles) (2004),,,,,,
Waiting Room (Bekleme odasi) (2004),,,,,,
I Am Curious (Blue) (Jag är nyfiken - en film i blått) (1968),,,,,,
Perfect Day, A (Un giorno perfetto) (2008),,,,,
Time Stood Still (Il tempo si è fermato) (1959),,,,,,
Green Fish (Chorok mulkogi) (1997),,,,,,
Killing Auntie (Zabicie ciotki) (1985),,,,,,
Love (Szerelem) (1971),,,,,,
New Wave (Nouvelle vague) (1990),,,,,,
Virgin Stripped Bare by Her Bachelors (Oh! Soo-jung) (2000),,,,,,
Four Adventures of Reinette and Mirabelle (4 aventures de Reinette et Mirabelle) (1987),,,,,,
Missing Star, The (La stella che non c'è) (2006),,,,,
Transistor Love Story (Monrak Transistor) (2001),,,,,,
Bugmaster (Mushishi) (2006),,,,,,
Ballerina (La mort du cygne) (1937),,,,,,
Welcome Farewell-Gutmann (Bienvenido a Farewell-Gutmann) (2008),,,,,,
Streets of Laredo (1995),,,,,,
Perfect Host, The (2010),,,,,
Love Crime (Crime d'amour) (2010),,,,,,
Brink of Life (Nära livet) (1958),,,,,,
Kind of Loving, A (1962),,,,,
Crazy, Stupid, Love. (2011),,,,
Last Run, The (1971),,,,,
Poker House, The (2008),,,,,
Car Bonus (Autobonus) (2001),,,,,,
Charming Mass Suicide, A (Hurmaava joukkoitsemurha) (2000),,,,,
Children (Börn) (2006),,,,,,
Woman, The (2011),,,,,
Unholy Rollers, The (1972),,,,,
Dry Summer (Susuz yaz) (Reflections) (1964),,,,,,
Frontier of the Dawn (La frontière de l'aube) (2008),,,,,,
Wedding in Blood (Noces rouges, Les) (1973),,,,,
Goalie's Anxiety at the Penalty Kick, The (Die Angst des Tormanns beim Elfmeter) (1972),,,,,
Electra, My Love (Szerelmem, Elektra) (1974),,,,
Indian Summer (a.k.a. The Professor) (La prima notte di quiete) (1972),,,,,,
Married Couple, A (1969),,,,,
New One-Armed Swordsman, The (Xin du bi dao) (1971),,,,,
Exodus (Cheut ai kup gei) (2007),,,,,,
Wanted! (Nachbarinnen) (2004),,,,,,
Four Times, The (Le Quattro Volte) (2010),,,,,
Sleeping Beauty, The (La belle endormie) (2010),,,,,
Comanche Moon (2008),,,,,,
Dead Man's Walk (1996),,,,,,
Dylan Dog: Dead of Night (2010),,,,,,
Angel of Mine (a.k.a. The Mark of an Angel) (L'empreinte de l'ange) (2008),,,,,,
Dust of Time, The (2008),,,,,
Rally 'Round the Flag, Boys! (1958),,,,,
Paper Birds (Pájaros de papel) (2010),,,,,,
Last Stop 174 (Última Parada 174) (2008) ,,,,,,
Waking Madison (2010) ,,,,,,
Possession of David O'Reilly, The (2010) ,,,,,
Broken Sky (El cielo dividido) (2006),,,,,,
Boy in Blue, The (1986),,,,,
Legend of the Fist: The Return of Chen Zhen (Jing wu feng yun: Chen Zhen) (2010),,,,,,
Living and the Dead, The (2006),,,,,
She Cried No (Freshman Fall) (1996),,,,,,
Our Beloved Month of August (Aquele Querido Mês de Agosto) (2008),,,,,,
Autobiography of Nicolae Ceausescu, The (Autobiografia lui Nicolae Ceausescu) (2010),,,,,
Mysteries of Lisbon (Mistérios de Lisboa) (2010),,,,,,
Oki's Movie (Ok-hui-ui yeonghwa) (2010),,,,,,
Me Too (Yo, también) (2009),,,,,
Assassination (Ansatsu) (Assassination, The) (Assassin, The) (1964),,,,
Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010),,,,,
Our Life (La nostra vita) (2010),,,,,,
Come Undone (Cosa voglio di più) (2010),,,,,,
Illusion Travels by Streetcar (Ilusión viaja en tranvía, La) (1954),,,,,
Change of Address (Changement d'adresse) (2006),,,,,,
Help Me, Eros (Bang bang wo ai shen) (2007),,,,,
Eye Above the Well, The (Het oog boven de put) (1988),,,,,
Joyless Street, The (Die freudlose Gasse) (1925),,,,,
Cairo Station (a.k.a. Iron Gate, The) (Bab el hadid) (1958),,,,,
Sweet Rush (Tatarak) (2009),,,,,,
Blind Sunflowers, The (Los girasoles ciegos) (2008),,,,,
Queen of Spades, The (1949),,,,,
Change of Plans (Le code a changé) (2009),,,,,,
Letter to Elia, A (2010),,,,,
Princess Ka'iulani (2009),,,,,,
SUBWAYStories: Tales from the Underground (1997),,,,,,
Magnificent Yankee, The (1950),,,,,
Hide-Out (1934),,,,,,
Change-Up, The (2011),,,,,
Merry Widow, The (1952),,,,,
High Time (Big Daddy) (1960),,,,,,
Trotsky, The (2009),,,,,
Richest Girl in the World, The (1934),,,,,
Invisible Sign, An (2010),,,,,
Lady is Willing, The (1942),,,,,
Vision (Vision - Aus dem Leben der Hildegard von Bingen) (2009),,,,,,
Bulli: Cooking in Progress, El (2011),,,,,
My Afternoons with Margueritte (La tête en friche) (2010),,,,,,
Young One, The (1960),,,,,
Michael the Brave (Mihai Viteazul) (1971),,,,,,
Where Are the Dreams of Youth? (Seishun no yume imaizuko) (1932),,,,,,
Little Girl Who Conquered Time, The (Toki o kakeru shôjo) (1983),,,,,
Queen to Play (Joueuse) (2009),,,,,,
Recollections of the Yellow House (Recordações da Casa Amarela) (1989),,,,,,
Passing Fancy (Dekigokoro) (1933),,,,,,
What Did the Lady Forget? (Shukujo wa nani o wasureta ka) (1937) ,,,,,,
Forest (Rengeteg) (2003),,,,,,
Evil - In the Time of Heroes (To kako - Stin epohi ton iroon) (2009),,,,,,
Classic, The (Klassikko) (2001),,,,,
Company: Original Cast Album (1970),,,,,,
Cold Prey (Fritt Vilt) (2006),,,,,,
Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold) (2011),,,,,
Great White Silence, The (1924),,,,,
Debt, The (2011),,,,,
Puzzlehead (2005),,,,,,
Possession of Joel Delaney, The (1972),,,,,
Kid from Brooklyn, The (1946),,,,,
Last Frontier, The (1955),,,,,
Skin I Live In, The (La piel que habito) (2011),,,,,
Boys (Drenge) (1977),,,,,,
Birds, the Bees and the Italians, The (Signore & signori) (1966),,,,
William Vincent (Shadows and Lies) (2010),,,,,,
Phil Ochs: There But for Fortune (2010),,,,,,
Good Neighbours (a.k.a. Good Neighbors) (2010),,,,,,
Winning Season, The (2009),,,,,
Stay Cool (2009),,,,,,
Strongman (2009),,,,,,
Creation of the Humanoids, The (1962),,,,,
Face (Visage) (2009),,,,,,
Orderers (Les ordres) (1974),,,,,,
Story of Temple Drake, The (1933),,,,,
Escape (1940),,,,,,
Keep Walking (Camminacammina) (1983),,,,,,
Inbetweeners Movie, The (2011),,,,,
Old Man and the Sea, The (1990),,,,,
Time to Die (Tiempo de morir) (1966),,,,,,
Night Ambush (Ill Met by Moonlight) (1957),,,,,,
Dark Side of the Heart, The (Lado oscuro del corazón, El) (1992),,,,
Misérables, Les (1934),,,,,
Wooden Crosses (Les croix de bois) (1932),,,,,,
Short Sharp Shock (Kurz und schmerzlos) (1998) ,,,,,,
Chinese Take-Out (Chinese Take-Away) (Un cuento chino) (2011),,,,,,
Stranger's Heart, A (2007),,,,,
Raging Phoenix (Deu suay doo) (2009),,,,,,
Ceremony (2011),,,,,,
Wrecked (2010),,,,,,
Two Cents Worth of Hope (Due soldi di speranza) (1952),,,,,,
Pleasure Seekers, The (1964),,,,,
Red Meadows (De røde enge) (1945),,,,,,
Beautiful Lies (De vrais mensonges) (Full Treatment) (2010),,,,,,
We Have a Pope (Habemus Papam) (2011),,,,,,
Portrait of Maria (María Candelaria (Xochimilco)) (1944),,,,,,
Appeared, The (Aparecidos) (2007),,,,,
Felicity (1980),,,,,,
Winning Team, The (1952),,,,,
House of the Seven Gables, The (1940),,,,,
Unlikely Weapon, An (2008),,,,,
Bloom (2003),,,,,,
A Via Láctea (2007),,,,,,
Magnificent Warriors (Zhong hua zhan shi) (1987),,,,,,
Cold Fish (Tsumetai nettaigyo) (2010),,,,,,
Scott Walker: 30 Century Man (2006),,,,,,
Four Nights of a Dreamer (Quatre nuits d'un rêveur) (1971),,,,,,
Perfume of the Lady in Black, The (Il profumo della signora in nero) (1974),,,,,
Soul of a Man, The (2003),,,,,
God's Comedy (A Comédia de Deus) (1995),,,,,,
Nightmare (1964),,,,,,
Taxi zum Klo (1980),,,,,,
I Am (Jestem) (2005),,,,,,
My Little Business (Ma petite entreprise) (1999),,,,,,
Sachs' Disease (La maladie de Sachs) (1999),,,,,,
Witches, The (Le streghe) (1967),,,,,
Valley, The (Obscured by Clouds) (La vallée) (1972),,,,,
Point Blank (À bout portant) (2010),,,,,,
Story of Me, The (O contador de histórias) (2009),,,,,
Photos in the City of Sylvia (Unas fotos en la ciudad de Sylvia) (2007),,,,,,
Pathetic Fallacy (Ajantrik) (1958),,,,,,
Floods of Fear (1959),,,,,,
Loser Takes All, The (O hamenos ta pairnei ola) (2002),,,,,
In Vanda's Room (No Quarto da Vanda) (2000),,,,,,
Preacher, The (De dominee) (2004),,,,,
Horrible Way to Die, A (2010) ,,,,,
Last Chance, The (Die letzte Chance) (1945),,,,,
Men Without Wings (Muzi bez krídel) (1946),,,,,,
Taxi! (1932),,,,,,
Separation, A (Jodaeiye Nader az Simin) (2011),,,,,
Romantic Englishwoman, The (1975),,,,,
Lowly City (Neecha Nagar) (1946),,,,,,
Crowd Roars, The (1932),,,,,
Eva (a.k.a. Eve) (1962),,,,,,
You're Telling Me! (1934),,,,,,
Ides of March, The (2011),,,,,
Proud and the Beautiful, The (Orgueilleux, Les) (Proud Ones, The) (1953),,,
Star Witness, The (1931),,,,,
Nature of Existence, The (2010),,,,,
Superman and the Mole-Men (1951),,,,,,
Turin Horse, The (A Torinói ló) (2011),,,,,
Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da) (2011),,,,,,
Someone I Loved (Je l'aimais) (2009),,,,,,
Housewarming (Travaux, on sait quand ça commence...) (2005),,,,,
At Any Second (In jeder Sekunde) (2008),,,,,,
Ornamental Hairpin (Kanzashi) (1941),,,,,,
Khroustaliov, My Car! (Khrustalyov, mashinu!) (1998),,,,
Song of the Exile (Ke tu qiu hen) (1990),,,,,,
Legend of Suram Fortress, The (Ambavi Suramis tsikhitsa) (1986) ,,,,,
Masseurs and a Woman, The (Anma to onna) (1938),,,,,
Trap: What Happened to Our Dream of Freedom, The (2007),,,,,
Animal Love (Tierische Liebe) (1996),,,,,,
Novena, The (La neuvaine) (2005),,,,,
Rabbit à la Berlin (Królik po berlinsku) (2009),,,,,,
Wrestling (Bræðrabylta) (2007),,,,,,
White of the Eye (1987),,,,,,
The Boss (1973),,,,,,
Green Chair (Noksaek uija) (2005),,,,,,
I'm Gonna Explode (a.k.a. I'm Going to Explode) (Voy a explotar) (2008),,,,,,
Report, The (Gozaresh) (1977),,,,,
Lizard in a Woman's Skin, A (Lucertola con la pelle di donna, Una) (1971),,,,
Genealogies of a Crime (Généalogies d'un crime) (1997),,,,,,
Myth of the American Sleepover, The (2010),,,,,
That Day (Ce jour-là) (2003),,,,,,
Music Never Stopped, The (2011),,,,,
Experience, The (Tadjrebeh) (1973),,,,,
Suit for Wedding, A (a.k.a. The Wedding Suit) (Lebassi Baraye Arossi) (1976),,,,,
Sheep Has Five Legs, The (Le mouton à cinq pattes) (1954),,,,,
Toast of New Orleans, The (1950),,,,,
Captain Thunder (Capitán Trueno y el Santo Grial, El) (Prince Killian and the Holy Grail) (2011),,,,,
Happiest Days of Your Life, The (1950),,,,,
I Am Taraneh, I Am Fifteen Years Old (Man, taraneh, panzdah sal daram) (2002),,,
Grand Dukes, The (Les grands ducs) (1996),,,,,
Tony Arzenta (No Way Out) (Big Guns) (1973),,,,,,
Happiest Girl in the World, The (Cea mai fericita fata din lume) (2009),,,,,
Wadd: The Life & Times of John C. Holmes (1999),,,,,,
Don't Deliver Us from Evil (Mais ne nous délivrez pas du mal) (1971),,,,,,
